ensembl_gene_id	IDR_30C_1_pellet_262	IDR_30C_1_SN_244	IDR_30C_1_total_226	IDR_30C_2_pellet_263	IDR_30C_2_SN_245	IDR_30C_2_total_227	IDR_40C_1_pellet_264	IDR_40C_1_SN_246	IDR_40C_1_total_228	IDR_40C_2_pellet_265	IDR_40C_2_SN_247	IDR_40C_2_total_229	IDR_42C_1_pellet_266	IDR_42C_1_SN_248	IDR_42C_1_total_230	IDR_42C_2_pellet_267	IDR_42C_2_SN_249	IDR_42C_2_total_231	WT_30C_1_pellet_250	WT_30C_1_SN_232	WT_30C_1_total_214	WT_30C_2_pellet_251	WT_30C_2_SN_233	WT_30C_2_total_215	WT_40C_1_pellet_252	WT_40C_1_SN_234	WT_40C_1_total_216	WT_40C_2_pellet_253	WT_40C_2_SN_235	WT_40C_2_total_217	WT_42C_1_pellet_254	WT_42C_1_SN_236	WT_42C_1_total_218	WT_42C_2_pellet_255	WT_42C_2_SN_237	WT_42C_2_total_219
YPL131W	5890	5523	6525	4730	8025	7357	7362	2243	3221	6714	2290	3193	4566	4352	4257	4724	3877	3619	4692	7814	9211	4731	8379	10768	5751	3068	3622	6490	3982	5236	4530	5779	9683	4794	6622	6013
YPL132W	577	355	452	532	431	455	930	462	719	882	481	789	854	367	517	653	341	453	354	333	385	450	310	417	534	401	472	666	340	578	573	262	519	609	120	492
YPL133C	619	287	466	636	376	499	867	423	675	818	442	680	1072	428	677	1283	385	555	528	399	479	585	398	546	731	398	490	853	380	549	1019	266	525	1088	158	594
YPL134C	282	358	464	306	425	503	474	343	484	490	377	535	508	307	362	537	247	362	234	408	455	250	327	474	379	305	291	440	267	339	466	246	271	478	204	355
YPL135C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL135W	213	228	245	183	218	291	282	185	277	215	219	280	241	189	216	212	112	174	133	181	263	152	169	272	210	179	282	193	192	354	198	139	245	231	126	195
YPL136W	2	0	0	3	1	0	2	0	1	1	1	2	0	0	1	0	0	3	1	1	1	5	0	1	1	1	0	3	0	0	8	0	2	2	1	0
YPL137C	7380	2165	3237	5807	2597	3062	4889	554	1232	4250	572	1273	4325	368	924	6399	325	1017	4175	2315	3142	4854	2250	3664	3540	579	1209	3933	554	1495	4312	362	1654	4150	338	1536
YPL138C	363	374	501	314	444	520	441	319	435	422	308	500	587	287	381	722	277	342	241	416	417	264	427	492	350	280	268	363	279	338	677	267	403	667	97	451
YPL139C	392	451	637	404	581	679	307	272	396	308	308	447	534	311	421	477	357	435	320	600	667	316	567	813	308	341	391	307	349	452	459	324	526	502	167	509
YPL140C	959	592	711	813	683	901	984	505	682	940	487	709	1282	508	620	1506	582	650	585	574	599	619	556	727	611	611	589	807	491	707	1082	421	705	1177	191	716
YPL141C	1147	369	351	954	398	350	1253	218	394	1096	206	366	1050	188	280	1451	169	251	809	376	349	862	380	473	821	187	294	887	191	371	1000	135	489	873	64	323
YPL142C	40	174	154	49	153	229	65	42	65	44	85	97	48	217	114	37	72	82	36	177	223	38	145	170	40	60	56	49	68	89	35	132	201	43	151	163
YPL143W	7	1	10	5	1	1	3	0	1	1	0	3	7	5	5	9	3	4	2	0	1	6	1	3	3	1	1	3	2	1	16	2	6	9	0	9
YPL144W	67	149	133	86	107	159	26	31	36	50	43	58	77	74	87	60	55	55	77	104	181	67	75	173	26	31	36	55	23	44	69	60	122	71	84	101
YPL145C	3144	2929	3908	2680	3769	4358	3145	2030	2789	2983	1880	2931	3799	1711	2389	4301	1795	2237	2301	3281	4643	2487	3393	5370	1945	2404	2736	2369	2432	3612	3118	1908	3195	3251	1581	2962
YPL146C	744	2004	1637	552	803	1319	158	96	242	166	152	232	207	103	156	407	343	218	417	1766	226	535	1661	568	174	170	146	172	178	207	517	606	697	432	109	703
YPL147W	556	304	414	539	371	414	1327	435	737	1288	460	807	1570	321	722	1820	376	641	340	303	318	406	290	407	1122	431	612	1420	360	730	2043	330	961	2117	159	1034
YPL148C	214	137	174	187	159	184	385	113	212	346	93	206	479	132	250	423	133	223	126	101	164	166	97	164	357	113	210	454	124	229	531	116	289	528	98	295
YPL149W	629	570	743	601	641	851	2273	1169	1922	1978	1333	2075	2365	1846	2406	1324	1305	1878	407	442	701	508	592	745	1712	1167	1397	1883	1137	1626	1940	1368	2228	1999	1291	2186
YPL150W	3345	999	1656	3006	1317	1652	4853	988	2173	4846	1012	2331	5583	670	1812	7358	785	1777	1846	1171	1075	2034	1061	1444	3499	1042	1717	4777	818	1933	4999	607	2227	4967	246	2392
YPL151C	953	765	806	821	817	916	4122	1996	3187	4043	2115	3139	3153	1118	1833	3250	1245	1544	711	631	674	843	701	823	2590	1553	1861	2984	1425	2128	3112	839	1534	2898	339	1532
YPL152W	332	257	346	266	330	411	426	580	813	440	629	878	343	476	529	315	403	444	225	317	352	234	281	437	330	665	721	396	598	970	262	401	549	267	256	531
YPL152W-A	3	0	1	1	0	1	5	0	3	3	0	2	6	0	2	10	1	2	1	0	2	3	0	3	6	0	5	4	1	0	11	0	2	13	1	5
YPL153C	946	597	771	982	708	778	810	296	584	759	347	562	761	240	353	1123	337	364	866	835	631	953	784	960	739	468	493	869	432	567	864	235	392	894	118	512
YPL154C	5069	5677	7394	4997	6586	8229	8356	7870	10709	7719	8458	10947	7611	6023	6416	6147	5313	6685	4092	4786	6865	4219	4838	7097	5935	7201	7655	7019	7318	9890	5988	3933	5686	6223	3190	6360
YPL155C	1457	773	1185	1406	1044	1163	1042	427	733	1150	436	782	1600	404	748	2207	549	717	1056	946	1020	1188	950	1235	743	453	588	967	420	656	1393	345	630	1499	243	786
YPL156C	206	202	217	182	189	223	219	139	189	213	141	174	245	149	250	283	136	180	155	195	177	165	153	258	204	113	160	228	119	200	281	131	302	269	99	243
YPL157W	500	495	659	431	541	655	173	116	191	169	115	203	288	159	235	306	171	254	324	503	438	395	483	625	185	112	137	196	107	138	299	202	259	307	110	297
YPL158C	859	442	468	641	391	414	478	187	375	431	252	341	440	151	223	593	212	209	683	442	288	675	437	456	294	153	204	291	155	237	432	223	409	476	101	358
YPL159C	151	176	246	140	213	257	441	387	539	436	392	542	480	275	304	437	364	301	101	150	157	104	143	234	231	333	418	288	315	521	246	254	396	326	127	330
YPL160W	20286	13838	19257	19969	15862	18798	10723	2632	4761	10952	2704	5457	20816	1341	5366	28201	1539	5482	15163	16996	18217	16817	16776	22681	10000	3641	5479	12838	3467	6569	23977	1874	9371	24978	1528	9618
YPL161C	543	419	611	535	521	677	870	434	782	858	497	811	1072	224	487	1426	358	542	505	636	513	558	584	747	700	741	801	846	623	903	1015	341	691	1156	139	720
YPL162C	508	322	326	472	304	381	672	247	470	670	337	460	766	208	320	593	196	308	392	234	316	472	236	384	490	289	288	640	257	361	596	142	322	588	111	313
YPL163C	175	100	84	154	110	89	141	46	90	143	55	57	154	74	58	166	62	52	142	52	89	165	43	109	120	36	50	136	39	94	152	38	90	125	38	75
YPL164C	407	150	228	393	206	233	1135	293	588	995	321	605	841	112	377	1098	141	306	310	201	196	383	184	227	913	282	484	963	296	561	797	104	368	783	82	365
YPL165C	178	116	167	195	120	185	674	277	486	722	336	572	476	119	253	549	137	222	108	131	131	139	124	155	537	323	423	551	298	496	344	79	262	385	47	212
YPL166W	72	41	90	79	65	87	318	156	232	309	158	222	210	61	129	250	57	104	51	43	50	57	62	85	233	131	201	215	125	242	158	33	104	180	19	105
YPL167C	1846	516	815	1731	642	782	1498	268	600	1422	281	545	1394	177	476	1991	203	474	1360	637	674	1585	588	991	1487	311	630	1645	253	645	1489	161	633	1370	76	673
YPL168W	567	363	477	483	475	546	1091	412	710	1035	479	702	1229	377	600	1417	451	594	463	378	377	478	356	460	709	450	513	858	403	595	877	302	635	928	88	684
YPL169C	1489	495	665	1267	665	667	1904	274	628	1716	298	648	1411	162	471	2035	166	433	781	664	675	860	579	966	1176	304	552	1244	296	639	1442	188	765	1505	157	586
YPL170W	195	430	364	217	426	422	1116	2859	3583	1095	3333	3859	663	1235	1256	529	1113	1176	182	402	335	153	373	401	553	2057	1704	805	1795	2093	400	682	766	407	306	919
YPL171C	115	138	167	111	140	166	857	553	872	806	680	998	190	190	194	173	150	155	45	63	79	53	58	80	172	180	161	214	136	172	127	71	109	107	54	93
YPL172C	623	431	577	614	463	630	1127	215	429	1147	201	452	1356	187	419	1374	199	400	587	427	570	629	391	567	660	219	339	1007	227	397	1006	137	420	1031	82	429
YPL173W	179	277	334	159	341	364	279	259	424	287	273	433	426	175	290	482	208	304	138	435	279	161	331	423	137	340	291	222	354	394	327	343	384	357	178	389
YPL174C	1247	418	532	1067	411	503	1048	141	446	956	202	476	801	86	266	1225	138	247	795	516	252	1037	477	570	930	172	341	957	175	403	967	126	495	947	35	514
YPL175W	717	441	671	555	571	644	390	124	244	366	161	252	722	241	426	710	253	372	409	413	517	520	478	732	326	126	199	365	123	209	674	190	428	776	204	452
YPL176C	1984	1146	1494	1652	1377	1444	1766	615	1026	1765	641	1005	1922	410	821	2359	451	747	1631	1162	1270	1708	1164	1591	1273	653	804	1445	616	945	1823	422	848	1892	364	918
YPL177C	370	107	136	328	118	120	1336	461	757	1229	525	702	749	284	369	806	267	331	369	169	164	390	173	224	823	318	477	966	334	563	809	259	471	783	147	395
YPL178W	485	1032	1116	425	1097	1255	311	509	739	284	653	810	371	844	819	262	560	666	378	919	1285	368	946	1456	249	578	653	334	570	716	353	713	1141	406	626	983
YPL179W	1283	952	953	964	831	932	1521	495	651	1287	483	634	1732	329	604	2057	308	483	846	1011	1017	949	922	1169	1301	660	781	1447	717	954	2059	343	1127	2007	259	792
YPL180W	630	425	538	599	565	643	876	347	631	868	370	600	994	284	553	1388	344	461	485	474	516	556	465	767	817	276	475	794	285	501	1038	257	692	1130	152	531
YPL181W	808	848	1030	665	941	981	777	682	1176	711	767	1099	1002	626	845	1698	976	902	489	934	562	557	928	827	641	758	775	680	729	982	1150	732	1002	1106	233	1117
YPL182C	9	2	7	9	7	10	7	4	1	10	5	5	11	4	7	17	5	3	4	5	7	5	2	9	4	3	8	9	1	5	14	2	8	24	1	10
YPL183C	5278	2987	4210	4722	3117	3834	803	235	384	724	242	460	2558	1025	1354	2850	1072	1394	3109	2569	2933	3769	2843	4066	608	303	365	887	314	438	2855	1345	1978	2963	1014	2218
YPL183W-A	43	53	48	42	63	84	79	55	96	68	90	116	61	86	89	65	52	61	41	62	114	36	52	107	76	43	94	81	68	106	70	51	129	47	58	83
YPL184C	3109	1781	1828	2417	1653	1800	2003	779	1006	1920	792	1049	2320	403	671	2773	365	607	1753	1909	1841	1702	1724	1877	1046	956	798	1472	903	1141	2076	520	922	2112	323	816
YPL185W	13	16	21	20	20	24	19	15	15	17	13	17	12	11	15	15	11	11	8	14	24	13	18	34	13	7	10	10	6	12	19	10	18	10	5	5
YPL186C	49	19	24	46	43	40	547	1284	1953	446	1558	2053	209	251	382	200	297	269	21	36	23	27	22	21	255	814	742	274	650	731	81	71	125	77	18	85
YPL187W	7	1	0	2	1	2	6	5	3	5	3	8	4	5	8	6	3	7	0	2	1	1	1	0	8	5	2	5	4	7	3	3	6	4	5	4
YPL188W	452	383	571	490	513	586	526	366	616	479	446	712	452	358	459	383	287	425	511	474	609	560	478	716	448	356	448	459	358	513	438	262	503	427	240	519
YPL189C-A	32	58	57	27	62	77	108	251	432	120	381	475	83	235	226	57	101	176	20	59	79	27	40	51	84	241	216	95	188	259	32	88	146	32	36	127
YPL189W	153	50	62	145	55	69	143	29	41	105	42	47	133	20	35	138	19	44	86	49	45	112	37	74	88	31	48	84	28	45	114	23	74	138	15	58
YPL190C	2091	1666	1711	1807	1248	1501	2069	566	1079	1881	835	1025	2073	252	463	3240	487	530	1402	1984	934	1444	1700	1565	1458	1102	973	1599	1168	1206	2413	851	1100	2175	320	1000
YPL191C	147	170	209	131	204	201	285	378	465	236	390	488	214	195	259	206	193	233	141	269	167	143	216	227	204	312	387	203	293	371	200	139	245	208	74	201
YPL192C	164	144	158	115	146	141	132	43	78	108	40	87	144	42	61	185	51	81	92	102	80	89	98	100	70	55	75	106	42	70	163	32	93	166	13	103
YPL193W	751	582	738	552	585	641	421	160	352	367	209	358	546	156	317	692	269	299	371	479	214	451	466	407	342	178	225	418	181	304	610	166	411	630	40	444
YPL194W	485	311	359	429	402	401	739	301	479	736	275	410	726	165	226	988	209	247	478	295	399	489	227	429	488	181	332	766	193	395	729	99	216	760	62	295
YPL195W	2818	2452	3302	2700	2663	3189	3335	1348	2416	3275	1631	2509	5086	542	1576	6750	715	1490	2559	3393	2529	2937	3191	3669	2866	1987	2162	3350	1676	2568	5144	956	2376	5317	404	2828
YPL196W	246	390	424	239	384	429	1047	1447	1783	961	1504	2069	639	633	701	420	503	583	217	453	458	214	470	521	585	1584	1144	797	1192	1244	402	495	526	459	293	570
YPL197C	36	81	39	22	43	59	24	9	13	23	25	12	22	41	25	38	28	19	34	56	84	35	44	99	16	13	28	21	17	23	26	47	78	43	43	65
YPL198W	217	90	124	210	151	142	48	22	27	44	21	47	86	55	61	65	64	72	167	145	174	206	137	214	54	28	44	67	37	44	121	81	136	94	64	93
YPL199C	190	318	377	159	457	380	170	245	366	153	282	407	203	286	444	203	280	319	150	485	325	164	437	585	175	291	384	194	341	431	253	386	650	262	282	405
YPL200W	9	9	13	11	8	9	7	1	2	13	5	7	35	10	11	40	5	10	9	5	8	18	5	20	7	1	8	17	3	8	61	14	27	47	5	19
YPL201C	53	14	23	39	15	17	35	12	15	49	13	25	146	33	50	203	40	40	27	21	15	55	21	27	62	13	23	72	20	22	205	33	98	196	11	98
YPL202C	217	109	133	199	119	150	582	140	305	612	192	309	603	102	204	710	146	210	139	107	101	174	94	138	641	205	315	719	170	397	525	91	297	496	49	248
YPL203W	1296	895	1282	1305	1265	1387	3586	1209	2140	3693	1291	2193	3270	598	1184	3377	550	1026	704	1012	1199	648	920	1256	2234	1284	1579	2666	1097	1790	2157	247	905	2247	221	940
YPL204W	3257	1490	1894	3038	1750	1984	2660	712	1330	2552	738	1267	2236	527	954	3198	710	950	2019	1306	1359	2333	1278	1865	2025	542	1113	2238	581	1354	2177	559	1252	2296	312	1127
YPL205C	45	45	37	67	42	49	39	18	30	48	15	19	44	8	23	63	7	17	33	21	37	37	28	44	32	9	18	36	7	35	36	9	24	41	12	22
YPL206C	387	614	787	355	724	891	459	858	1093	415	904	1314	422	868	1036	373	604	788	279	843	809	293	747	855	353	979	912	356	939	1066	426	783	918	428	649	818
YPL207W	8006	4642	6451	6981	4460	5275	1577	658	1134	1515	653	1362	3035	636	1585	3972	866	1537	6125	3628	3055	7471	4097	6136	1434	610	913	1731	660	1174	3858	739	2173	3953	373	2226
YPL208W	679	872	1165	649	1095	1328	813	685	955	744	695	1028	1305	734	924	1431	693	917	582	1139	1308	693	1106	1412	550	889	784	687	746	853	1170	675	874	1308	634	1093
YPL209C	151	160	196	150	152	232	155	109	211	132	157	240	114	55	94	145	106	98	99	171	98	132	155	177	121	145	141	164	110	182	116	67	121	135	30	121
YPL210C	1791	2246	2693	1694	2389	2738	677	788	1122	685	797	1225	1045	1478	1750	1391	1647	1587	1402	2631	2401	1621	2668	2867	738	1125	1147	799	1179	1495	1444	1989	2542	1466	819	2760
YPL211W	414	1640	1592	367	1326	1829	110	82	120	79	138	198	260	593	534	175	300	473	310	1153	1373	263	1203	1643	64	98	107	107	118	178	271	586	954	250	730	899
YPL212C	1336	1794	2472	1188	2065	2406	270	176	259	254	185	342	943	464	740	1223	728	736	754	1447	1213	886	1708	2269	184	143	171	307	193	265	858	739	1027	901	332	1172
YPL213W	69	131	125	72	158	131	68	145	208	77	168	195	78	141	162	77	159	166	68	184	113	68	166	196	66	163	171	80	190	202	131	179	235	120	98	251
YPL214C	1244	691	1010	1199	844	1007	1368	551	877	1356	600	1006	1815	514	777	1699	464	746	975	837	958	1004	715	1017	952	740	792	1315	677	857	1554	416	784	1648	347	907
YPL215W	159	116	200	174	172	205	193	123	216	188	115	218	260	154	282	344	143	192	143	188	204	138	182	276	224	186	209	204	155	231	303	134	283	273	113	262
YPL216W	1213	490	663	1078	533	719	911	229	414	821	237	436	1075	148	445	1515	213	394	789	489	558	882	480	752	648	200	309	668	155	305	1103	168	576	1075	62	580
YPL217C	6329	5190	5978	5233	3741	4885	2678	877	1691	2493	935	1613	4624	453	1218	7641	756	1312	3700	5302	2672	4707	5667	4854	2163	1740	1570	2687	1821	2121	5894	1377	2432	6032	452	2755
YPL218W	415	1229	1179	412	1231	1267	663	1133	1516	555	1544	1754	603	1387	1545	505	786	1061	417	1465	1765	432	1372	1969	561	1329	1405	596	1548	1977	569	1155	2047	604	1271	1743
YPL219W	129	57	107	128	93	128	472	254	475	457	277	527	236	151	272	270	159	198	104	130	137	120	113	170	339	231	387	389	248	435	182	118	235	194	75	194
YPL220W	1149	5727	5665	1210	4515	6775	2145	795	1479	1978	1467	1943	3081	2478	2883	1689	1098	2243	978	4773	8353	981	4594	8261	1311	1742	1830	1769	1783	2527	1384	3756	5768	1337	4377	5148
YPL221W	8643	3655	5556	8120	4216	5413	10805	1924	3754	10618	1977	3960	11145	1037	2676	13444	1167	3015	5040	2312	3446	5533	2404	3703	7468	1624	2829	9342	1632	3353	8966	703	2685	9842	627	3428
YPL222C-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL222W	935	382	589	956	472	636	3163	644	1183	3188	614	1083	2802	290	529	2946	282	637	578	324	487	596	269	405	1984	491	683	2235	393	762	2087	192	550	1988	144	629
YPL223C	66	15	27	53	30	37	285	159	220	268	164	264	448	190	256	518	214	253	38	11	32	51	28	36	258	95	179	295	122	204	514	147	250	428	64	232
YPL224C	1339	578	816	1329	654	890	2601	711	1263	2648	742	1408	1898	442	748	1869	380	691	975	562	766	991	585	785	1843	695	1023	2220	600	1006	1476	289	732	1600	278	686
YPL225W	324	1762	1622	320	1621	1809	535	2333	3132	415	3059	3700	580	2398	2505	329	1456	1876	283	1747	1669	238	1643	1771	401	3032	2258	413	2592	2839	489	2302	3295	488	1010	2706
YPL226W	10174	5702	7917	8537	5990	6802	2468	1505	1918	2233	1398	2462	4762	2324	3334	6407	2496	3062	6347	6569	6895	7449	6901	9721	1917	1632	1822	2364	1966	2418	5929	3206	5020	5958	3245	4600
YPL227C	288	287	283	235	214	285	151	46	99	129	56	85	300	57	131	320	51	138	251	289	167	268	249	289	116	54	75	139	64	88	292	76	192	292	31	166
YPL228W	458	365	436	435	448	372	489	284	387	441	297	458	459	212	331	655	210	269	355	550	391	377	561	515	348	361	440	405	361	547	462	344	540	466	206	438
YPL229W	21	9	16	19	10	8	29	11	12	25	23	15	37	9	26	41	29	37	14	16	17	14	13	15	20	18	14	20	19	21	61	21	45	50	17	43
YPL230W	147	62	49	145	67	61	741	121	173	659	110	132	870	305	265	925	270	270	96	51	74	116	27	51	513	90	152	520	105	188	653	180	359	594	109	261
YPL231W	107365	46716	61684	100304	46013	56429	66891	8107	16772	64822	7682	17660	80728	2828	14090	105707	2893	15384	75119	50489	65684	88791	53921	72777	62500	9299	17988	78284	7845	23117	95353	2867	21906	92139	2996	27272
YPL232W	959	1041	1668	881	1563	1774	1570	1430	2227	1396	1380	2224	2006	1228	1936	2269	1303	1662	544	1294	1334	647	1280	1836	1016	1459	1663	1193	1474	1982	1487	1132	1677	1626	779	1671
YPL233W	388	246	360	360	307	413	393	175	283	349	190	291	655	274	376	824	294	355	221	285	312	305	285	374	287	211	218	396	190	270	660	225	352	659	197	390
YPL234C	159	482	359	168	405	429	251	269	358	217	489	483	302	383	408	350	220	316	175	520	559	183	460	620	241	381	346	254	398	473	278	343	571	255	340	522
YPL235W	1406	1922	2459	1195	2046	2221	818	894	1249	756	908	1408	1418	848	1448	1646	1123	1274	878	2265	1633	1053	2392	2461	574	1162	1066	640	1084	1264	1129	1631	1939	1257	937	2001
YPL236C	315	163	273	312	199	286	654	291	425	624	303	480	746	266	404	689	253	347	213	178	246	224	158	275	387	245	327	514	224	385	610	135	351	690	137	417
YPL237W	733	1596	1815	568	1806	1655	1027	683	1043	1009	745	1119	1419	1186	1681	1992	1173	1465	489	2000	1636	548	1976	2024	1306	986	1044	1760	1038	1403	2130	1529	2733	1989	894	2262
YPL238C	0	0	0	2	1	0	29	4	10	24	4	10	32	2	17	58	13	19	1	0	0	2	1	2	44	15	19	52	7	16	45	11	25	46	1	23
YPL239W	500	464	571	397	542	502	6417	2656	5044	6079	2922	5153	7890	2763	5189	10103	3729	4634	383	620	345	723	834	562	6376	3474	4752	8200	3515	5567	8950	2599	6098	9058	650	5743
YPL240C	5322	5422	8238	6841	8164	9888	165639	209784	288535	170305	210501	304039	139516	141239	197166	171827	197458	183249	4035	5961	6797	7695	13266	10024	134030	243836	226821	147219	221314	253291	139273	164785	171827	146702	77507	207416
YPL241C	153	127	151	115	176	184	118	51	89	139	81	96	118	122	125	121	100	145	108	179	223	135	152	200	121	65	70	129	65	95	123	108	176	126	106	132
YPL242C	6482	2317	3452	5879	2727	3414	3067	549	1133	3098	593	1263	3431	286	918	5157	398	1036	4812	3473	3008	5364	2818	4205	2029	502	855	2339	514	1089	3042	403	1206	2863	208	1224
YPL243W	2989	2738	4044	2661	3243	4010	1223	734	1115	1279	743	1384	2126	1246	1827	2385	1540	1882	1913	3075	2854	2297	3132	4012	933	1033	1062	1263	914	1291	1768	1707	2346	1963	750	2776
YPL244C	956	819	1032	895	800	1120	1305	555	842	1206	566	1014	1552	527	787	1058	441	721	847	720	1039	887	751	1121	850	573	632	1152	532	790	1267	407	737	1399	191	890
YPL245W	749	851	1289	688	913	1166	1410	527	833	1510	571	928	2662	727	1200	2372	695	1156	537	833	1070	645	942	1224	1238	749	827	1624	675	931	1871	801	1158	2087	566	1304
YPL246C	1041	808	1034	984	899	1297	1113	387	634	992	430	657	1361	514	718	1066	334	641	875	508	1282	940	619	1326	855	347	535	1084	365	753	988	296	694	949	393	767
YPL247C	545	427	681	541	586	725	7384	4125	6253	7607	4264	6153	3457	1395	1670	3171	1234	1489	429	148	751	468	154	716	3988	665	3583	4519	655	3909	1740	180	897	1954	119	1043
YPL248C	861	241	419	750	264	424	908	156	276	757	182	315	1158	177	371	1047	173	330	559	291	390	665	269	420	752	215	288	913	173	325	1007	132	415	1007	108	423
YPL249C	714	636	798	680	725	842	981	955	1404	923	1052	1358	842	521	931	1192	815	791	531	918	639	572	806	1101	848	1054	1292	775	1060	1348	924	658	947	905	428	959
YPL249C-A	61	91	113	34	138	112	86	38	54	59	54	55	84	87	107	71	74	68	32	124	155	36	145	208	95	60	69	84	80	97	111	98	199	105	124	142
YPL250C	35	21	45	32	28	39	1695	1677	2324	1369	1746	2068	890	1436	1520	829	1542	1313	28	18	34	60	113	61	1463	2014	2015	1589	2203	2732	914	1426	2082	837	1148	1747
YPL250W-A	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	3	1	0	0	0	0	0	0	0	2	0	0	0	0	1	1	2	0	0	0	1
YPL251W	0	2	0	0	1	0	3	4	5	0	8	8	0	6	4	0	3	2	0	0	0	1	0	0	2	2	3	0	2	5	0	5	7	3	0	2
YPL252C	28	26	17	22	35	33	19	9	14	17	6	12	18	22	18	16	17	11	21	24	33	28	32	35	17	5	4	17	5	19	22	7	21	22	11	13
YPL253C	424	211	301	412	212	310	408	76	149	387	101	165	414	47	143	624	47	133	280	263	255	295	218	330	335	77	164	342	100	154	448	59	230	469	34	269
YPL254W	2563	1695	2137	2169	1859	2121	1906	479	861	1948	475	861	2860	390	885	3218	379	908	1294	1524	1597	1549	1633	1849	1169	493	678	1496	466	731	2485	305	964	2651	156	1180
YPL255W	316	188	223	296	214	288	283	124	178	272	97	213	350	103	173	499	142	148	241	216	168	321	222	276	266	126	154	316	125	194	371	106	245	414	41	238
YPL256C	1188	373	399	1000	467	417	418	74	119	353	62	109	580	122	179	850	155	178	933	341	411	970	317	617	304	66	109	374	76	172	711	129	304	676	73	218
YPL257W	80	49	52	70	54	68	212	114	170	177	152	215	106	78	122	130	62	108	44	43	60	58	62	74	124	73	143	141	93	132	138	50	105	146	30	94
YPL257W-A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YPL257W-B	6	0	0	2	0	0	5	0	2	1	0	1	0	0	0	4	0	0	3	0	1	1	1	0	2	2	0	0	1	1	0	1	1	1	0	0
YPL258C	356	108	153	285	132	176	570	183	328	500	214	371	437	150	226	477	117	218	272	115	169	256	105	195	391	115	207	437	169	276	514	101	208	463	71	246
YPL259C	1494	842	1205	1386	1071	1336	2046	665	1181	2052	687	1221	2221	574	968	2548	640	919	1130	740	1167	1256	844	1394	1274	635	1014	1925	608	1175	1850	450	1070	2152	226	1227
YPL260W	1622	2249	2312	1567	2426	2443	2084	2842	4375	2179	3151	2689	3095	1836	1597	3849	3204	2199	1225	2329	1294	1215	2425	2054	1373	2923	2269	1803	2969	3791	1870	2520	2170	1934	596	2349
YPL261C	2	3	3	3	4	5	10	4	1	7	4	3	7	4	2	8	2	0	1	1	1	6	0	3	4	2	5	4	3	2	3	2	6	2	3	4
YPL262W	1584	1635	2059	1482	2179	2625	2686	2154	3190	2615	2218	2606	1951	1833	1560	1859	1740	1526	1353	1887	2863	1422	1916	2666	1623	2298	2200	2017	2341	3092	1433	1607	1796	1660	1644	1818
YPL263C	1720	2145	3090	1626	2442	2821	1014	1308	1872	931	1364	2064	1414	1386	2079	1790	2158	2008	1167	2627	1581	1359	2758	2764	785	2058	1743	906	2028	1989	1539	2363	2512	1716	1048	2617
YPL264C	115	66	90	143	65	118	471	185	259	435	192	301	543	236	338	365	179	269	131	63	131	146	64	123	388	175	205	449	155	270	323	118	210	351	76	233
YPL265W	4045	1957	3099	4231	2582	3045	3360	1388	2727	3152	1458	2850	3581	1141	2097	3949	1139	2010	4692	2330	2960	4261	1943	3202	5576	2557	4199	6190	2681	5483	4980	1432	4373	5070	1046	4261
YPL266W	912	2005	2535	776	2372	2422	286	244	332	279	215	414	956	699	940	822	654	794	588	1732	1480	555	1944	2287	208	260	224	291	341	315	929	1263	1498	967	605	1505
YPL267W	51	40	25	43	46	40	34	20	35	25	24	29	56	37	50	66	28	34	31	45	41	44	41	57	33	24	29	49	32	32	62	51	58	62	18	67
YPL268W	1463	876	1218	1220	964	1136	1525	570	1097	1465	668	1117	1799	294	872	2661	374	786	961	1009	851	1264	952	1382	1244	634	988	1350	618	1038	1729	304	925	1689	119	905
